98	20	84	14	84.25925925925925	83.05084745762711	85.71428571428571	87.5	85.21739130434781	0.8438256658595642
111	7	90	8	93.05555555555556	94.0677966101695	91.83673469387755	93.27731092436974	93.67088607594938	0.9295226565202352
105	13	95	3	92.5925925925926	88.98305084745763	96.93877551020408	97.22222222222223	92.92035398230087	0.9296091317883084
114	4	96	2	97.22222222222223	96.61016949152543	97.95918367346938	98.27586206896552	97.43589743589743	0.9728467658249741
104	14	93	5	91.20370370370371	88.13559322033899	94.89795918367346	95.41284403669725	91.62995594713657	0.9151677620200622
94	24	79	19	80.0925925925926	79.66101694915254	80.61224489795919	83.1858407079646	81.38528138528137	0.8013663092355587
105	13	92	6	91.20370370370371	88.98305084745763	93.87755102040816	94.5945945945946	91.70305676855895	0.9143030093393291
99	19	89	9	87.03703703703704	83.89830508474576	90.81632653061224	91.66666666666667	87.61061946902655	0.87357315807679
113	5	95	3	96.29629629629629	95.76271186440678	96.93877551020408	97.41379310344827	96.5811965811966	0.9635074368730542
110	8	92	6	93.51851851851852	93.22033898305085	93.87755102040816	94.82758620689656	94.01709401709401	0.9354894500172951
109	9	96	2	94.9074074074074	92.37288135593221	97.95918367346938	98.1981981981982	95.19650655021834	0.9516603251470079
113	5	94	4	95.83333333333333	95.76271186440678	95.91836734693878	96.58119658119658	96.17021276595746	0.9584053960567277
111	7	95	3	95.37037037037037	94.0677966101695	96.93877551020408	97.36842105263158	95.68965517241381	0.9550328606018679
108	10	92	6	92.5925925925926	91.52542372881356	93.87755102040816	94.73684210526316	93.10344827586206	0.9270148737461087
112	6	98	0	97.22222222222223	94.91525423728814	100.0	100.0	97.39130434782608	0.9745762711864407
116	2	94	4	97.22222222222223	98.30508474576271	95.91836734693878	96.66666666666667	97.47899159663865	0.9711172604635075
116	2	98	0	99.07407407407408	98.30508474576271	100.0	100.0	99.14529914529915	0.9915254237288136
106	12	93	5	92.12962962962963	89.83050847457628	94.89795918367346	95.49549549549549	92.57641921397381	0.9236423382912488
107	11	86	12	89.35185185185185	90.67796610169492	87.75510204081633	89.91596638655462	90.29535864978902	0.8921653407125562
100	18	94	4	89.81481481481481	84.7457627118644	95.91836734693878	96.15384615384616	90.09009009009007	0.9033206502940159
76	42	77	21	70.83333333333333	64.40677966101696	78.57142857142857	78.35051546391753	70.69767441860465	0.7148910411622276
114	4	97	1	97.68518518518519	96.61016949152543	98.9795918367347	99.1304347826087	97.85407725321888	0.9779488066413006
112	6	96	2	96.29629629629629	94.91525423728814	97.95918367346938	98.24561403508773	96.55172413793103	0.9643721895537877
90	28	78	20	77.77777777777777	76.27118644067797	79.59183673469387	81.81818181818181	78.94736842105264	0.7793151158768592
109	9	92	6	93.05555555555556	92.37288135593221	93.87755102040816	94.78260869565217	93.56223175965665	0.9312521618817019
113	5	93	5	95.37037037037037	95.76271186440678	94.89795918367346	95.76271186440678	95.76271186440678	0.9533033552404012
112	6	94	4	95.37037037037037	94.91525423728814	95.91836734693878	96.55172413793103	95.72649572649574	0.9541681079211346
115	3	96	2	97.68518518518519	97.45762711864407	97.95918367346938	98.2905982905983	97.87234042553192	0.9770840539605672
108	10	93	5	93.05555555555556	91.52542372881356	94.89795918367346	95.57522123893806	93.50649350649351	0.9321169145624352
111	7	95	3	95.37037037037037	94.0677966101695	96.93877551020408	97.36842105263158	95.68965517241381	0.9550328606018679
112	6	91	7	93.98148148148148	94.91525423728814	92.85714285714286	94.11764705882354	94.51476793248946	0.9388619854721549
114	4	91	7	94.9074074074074	96.61016949152543	92.85714285714286	94.21487603305785	95.39748953974895	0.9473365617433415
106	12	92	6	91.66666666666667	89.83050847457628	93.87755102040816	94.64285714285714	92.17391304347827	0.9185402974749223
113	5	94	4	95.83333333333333	95.76271186440678	95.91836734693878	96.58119658119658	96.17021276595746	0.9584053960567277
103	15	83	15	86.11111111111111	87.28813559322033	84.6938775510204	87.28813559322033	87.28813559322036	0.8599100657212039
111	7	97	1	96.29629629629629	94.0677966101695	98.9795918367347	99.10714285714286	96.5217391304348	0.9652369422345211
105	13	88	10	89.35185185185185	88.98305084745763	89.79591836734694	91.30434782608695	90.12875536480685	0.8938948460740228
84	34	80	18	75.92592592592592	71.1864406779661	81.63265306122449	82.3529411764706	76.36363636363636	0.7640954686959529
112	6	96	2	96.29629629629629	94.91525423728814	97.95918367346938	98.24561403508773	96.55172413793103	0.9643721895537877
109	9	93	5	93.51851851851852	92.37288135593221	94.89795918367346	95.6140350877193	93.96551724137932	0.9363542026980284
117	1	95	3	98.14814814814815	99.15254237288136	96.93877551020408	97.5	98.31932773109243	0.9804565894154271
107	11	96	2	93.98148148148148	90.67796610169492	97.95918367346938	98.1651376146789	94.27312775330397	0.9431857488758215
111	7	95	3	95.37037037037037	94.0677966101695	96.93877551020408	97.36842105263158	95.68965517241381	0.9550328606018679
104	14	94	4	91.66666666666667	88.13559322033899	95.91836734693878	96.29629629629629	92.03539823008848	0.9202698028363888
